METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_006318,00-00-00-00-00-00-63-18
METER_D1_018304,00-00-00-00-00-01-83-04
METER_D1_018305,00-00-00-00-00-01-83-05
METER_D1_018306,00-00-00-00-00-01-83-06
METER_D1_018307,00-00-00-00-00-01-83-07
METER_D1_018300,00-00-00-00-00-01-83-00
METER_D1_018301,00-00-00-00-00-01-83-01
METER_D1_018302,00-00-00-00-00-01-83-02
METER_D1_018303,00-00-00-00-00-01-83-03
METER_D1_008981,00-00-00-00-00-00-89-81
METER_D1_008982,00-00-00-00-00-00-89-82
METER_D1_006320,00-00-00-00-00-00-63-20
METER_D1_008980,00-00-00-00-00-00-89-80
METER_D1_021949,00-00-00-00-00-02-19-49
METER_D1_021948,00-00-00-00-00-02-19-48
METER_D1_021947,00-00-00-00-00-02-19-47
METER_D1_021946,00-00-00-00-00-02-19-46
METER_D1_006326,00-00-00-00-00-00-63-26
METER_D1_008989,00-00-00-00-00-00-89-89
METER_D1_021945,00-00-00-00-00-02-19-45
METER_D1_006325,00-00-00-00-00-00-63-25
METER_D1_021944,00-00-00-00-00-02-19-44
METER_D1_006328,00-00-00-00-00-00-63-28
METER_D1_008987,00-00-00-00-00-00-89-87
METER_D1_021943,00-00-00-00-00-02-19-43
METER_D1_006327,00-00-00-00-00-00-63-27
METER_D1_008988,00-00-00-00-00-00-89-88
METER_D1_021942,00-00-00-00-00-02-19-42
METER_D1_006322,00-00-00-00-00-00-63-22
METER_D1_008985,00-00-00-00-00-00-89-85
METER_D1_021941,00-00-00-00-00-02-19-41
METER_D1_006321,00-00-00-00-00-00-63-21
METER_D1_008986,00-00-00-00-00-00-89-86
METER_D1_021940,00-00-00-00-00-02-19-40
METER_D1_006324,00-00-00-00-00-00-63-24
METER_D1_008983,00-00-00-00-00-00-89-83
METER_D1_006323,00-00-00-00-00-00-63-23
METER_D1_008984,00-00-00-00-00-00-89-84
METER_D1_018395,00-00-00-00-00-01-83-95
METER_D1_018396,00-00-00-00-00-01-83-96
METER_D1_018397,00-00-00-00-00-01-83-97
METER_D1_018398,00-00-00-00-00-01-83-98
METER_D1_018391,00-00-00-00-00-01-83-91
METER_D1_018392,00-00-00-00-00-01-83-92
METER_D1_018393,00-00-00-00-00-01-83-93
METER_D1_018394,00-00-00-00-00-01-83-94
METER_D1_031369,00-00-00-00-00-03-13-69
METER_D1_018399,00-00-00-00-00-01-83-99
METER_D1_031366,00-00-00-00-00-03-13-66
METER_D1_031365,00-00-00-00-00-03-13-65
METER_D1_031368,00-00-00-00-00-03-13-68
METER_D1_031367,00-00-00-00-00-03-13-67
METER_D1_031373,00-00-00-00-00-03-13-73
METER_D1_031372,00-00-00-00-00-03-13-72
METER_D1_031375,00-00-00-00-00-03-13-75
METER_D1_031374,00-00-00-00-00-03-13-74
METER_D1_031371,00-00-00-00-00-03-13-71
METER_D1_031370,00-00-00-00-00-03-13-70
METER_D1_018390,00-00-00-00-00-01-83-90
METER_D1_031359,00-00-00-00-00-03-13-59
METER_D1_031358,00-00-00-00-00-03-13-58
METER_D1_031355,00-00-00-00-00-03-13-55
METER_D1_031354,00-00-00-00-00-03-13-54
METER_D1_031357,00-00-00-00-00-03-13-57
METER_D1_031356,00-00-00-00-00-03-13-56
METER_D1_031362,00-00-00-00-00-03-13-62
METER_D1_031361,00-00-00-00-00-03-13-61
METER_D1_031364,00-00-00-00-00-03-13-64
METER_D1_031363,00-00-00-00-00-03-13-63
METER_D1_031360,00-00-00-00-00-03-13-60
METER_D1_031388,00-00-00-00-00-03-13-88
METER_D1_031387,00-00-00-00-00-03-13-87
METER_D1_031389,00-00-00-00-00-03-13-89
METER_D1_031395,00-00-00-00-00-03-13-95
METER_D1_031394,00-00-00-00-00-03-13-94
METER_D1_031397,00-00-00-00-00-03-13-97
METER_D1_031396,00-00-00-00-00-03-13-96
METER_D1_031391,00-00-00-00-00-03-13-91
METER_D1_031390,00-00-00-00-00-03-13-90
METER_D1_031393,00-00-00-00-00-03-13-93
METER_D1_031392,00-00-00-00-00-03-13-92
METER_D1_031377,00-00-00-00-00-03-13-77
METER_D1_031376,00-00-00-00-00-03-13-76
METER_D1_031379,00-00-00-00-00-03-13-79
METER_D1_031378,00-00-00-00-00-03-13-78
METER_D1_031384,00-00-00-00-00-03-13-84
METER_D1_031383,00-00-00-00-00-03-13-83
METER_D1_031386,00-00-00-00-00-03-13-86
METER_D1_031385,00-00-00-00-00-03-13-85
METER_D1_031380,00-00-00-00-00-03-13-80
METER_D1_031382,00-00-00-00-00-03-13-82
METER_D1_031381,00-00-00-00-00-03-13-81
METER_D1_018351,00-00-00-00-00-01-83-51
METER_D1_018352,00-00-00-00-00-01-83-52
METER_D1_018353,00-00-00-00-00-01-83-53
METER_D1_018354,00-00-00-00-00-01-83-54
METER_D1_031329,00-00-00-00-00-03-13-29
METER_D1_018350,00-00-00-00-00-01-83-50
METER_D1_018359,00-00-00-00-00-01-83-59
METER_D1_031326,00-00-00-00-00-03-13-26
METER_D1_031325,00-00-00-00-00-03-13-25
METER_D1_031328,00-00-00-00-00-03-13-28
METER_D1_031327,00-00-00-00-00-03-13-27
METER_D1_018355,00-00-00-00-00-01-83-55
METER_D1_031322,00-00-00-00-00-03-13-22
METER_D1_018356,00-00-00-00-00-01-83-56
METER_D1_031321,00-00-00-00-00-03-13-21
METER_D1_018357,00-00-00-00-00-01-83-57
METER_D1_031324,00-00-00-00-00-03-13-24
METER_D1_018358,00-00-00-00-00-01-83-58
METER_D1_031323,00-00-00-00-00-03-13-23
METER_D1_006373,00-00-00-00-00-00-63-73
METER_D1_006372,00-00-00-00-00-00-63-72
METER_D1_006375,00-00-00-00-00-00-63-75
METER_D1_031331,00-00-00-00-00-03-13-31
METER_D1_006374,00-00-00-00-00-00-63-74
METER_D1_031330,00-00-00-00-00-03-13-30
METER_D1_006371,00-00-00-00-00-00-63-71
METER_D1_006370,00-00-00-00-00-00-63-70
METER_D1_021999,00-00-00-00-00-02-19-99
METER_D1_021998,00-00-00-00-00-02-19-98
METER_D1_021997,00-00-00-00-00-02-19-97
METER_D1_006377,00-00-00-00-00-00-63-77
METER_D1_021996,00-00-00-00-00-02-19-96
METER_D1_006376,00-00-00-00-00-00-63-76
METER_D1_021995,00-00-00-00-00-02-19-95
METER_D1_006379,00-00-00-00-00-00-63-79
METER_D1_021994,00-00-00-00-00-02-19-94
METER_D1_006378,00-00-00-00-00-00-63-78
METER_D1_021993,00-00-00-00-00-02-19-93
METER_D1_018362,00-00-00-00-00-01-83-62
METER_D1_018363,00-00-00-00-00-01-83-63
METER_D1_018364,00-00-00-00-00-01-83-64
METER_D1_018365,00-00-00-00-00-01-83-65
METER_D1_031319,00-00-00-00-00-03-13-19
METER_D1_031318,00-00-00-00-00-03-13-18
METER_D1_018360,00-00-00-00-00-01-83-60
METER_D1_018361,00-00-00-00-00-01-83-61
METER_D1_031315,00-00-00-00-00-03-13-15
METER_D1_031314,00-00-00-00-00-03-13-14
METER_D1_031317,00-00-00-00-00-03-13-17
METER_D1_031316,00-00-00-00-00-03-13-16
METER_D1_018366,00-00-00-00-00-01-83-66
METER_D1_031311,00-00-00-00-00-03-13-11
METER_D1_018367,00-00-00-00-00-01-83-67
METER_D1_031310,00-00-00-00-00-03-13-10
METER_D1_018368,00-00-00-00-00-01-83-68
METER_D1_031313,00-00-00-00-00-03-13-13
METER_D1_018369,00-00-00-00-00-01-83-69
METER_D1_031312,00-00-00-00-00-03-13-12
METER_D1_006384,00-00-00-00-00-00-63-84
METER_D1_006383,00-00-00-00-00-00-63-83
METER_D1_006386,00-00-00-00-00-00-63-86
METER_D1_031320,00-00-00-00-00-03-13-20
METER_D1_006385,00-00-00-00-00-00-63-85
METER_D1_006380,00-00-00-00-00-00-63-80
METER_D1_006382,00-00-00-00-00-00-63-82
METER_D1_006381,00-00-00-00-00-00-63-81
METER_D1_006388,00-00-00-00-00-00-63-88
METER_D1_006387,00-00-00-00-00-00-63-87
METER_D1_006389,00-00-00-00-00-00-63-89
METER_D1_018373,00-00-00-00-00-01-83-73
METER_D1_018374,00-00-00-00-00-01-83-74
METER_D1_018375,00-00-00-00-00-01-83-75
METER_D1_018376,00-00-00-00-00-01-83-76
METER_D1_018370,00-00-00-00-00-01-83-70
METER_D1_018371,00-00-00-00-00-01-83-71
METER_D1_018372,00-00-00-00-00-01-83-72
METER_D1_031348,00-00-00-00-00-03-13-48
METER_D1_031347,00-00-00-00-00-03-13-47
METER_D1_031349,00-00-00-00-00-03-13-49
METER_D1_018377,00-00-00-00-00-01-83-77
METER_D1_031344,00-00-00-00-00-03-13-44
METER_D1_018378,00-00-00-00-00-01-83-78
METER_D1_031343,00-00-00-00-00-03-13-43
METER_D1_018379,00-00-00-00-00-01-83-79
METER_D1_031346,00-00-00-00-00-03-13-46
METER_D1_031345,00-00-00-00-00-03-13-45
METER_D1_006395,00-00-00-00-00-00-63-95
METER_D1_031351,00-00-00-00-00-03-13-51
METER_D1_006394,00-00-00-00-00-00-63-94
METER_D1_031350,00-00-00-00-00-03-13-50
METER_D1_006397,00-00-00-00-00-00-63-97
METER_D1_031353,00-00-00-00-00-03-13-53
METER_D1_006396,00-00-00-00-00-00-63-96
METER_D1_031352,00-00-00-00-00-03-13-52
METER_D1_006391,00-00-00-00-00-00-63-91
METER_D1_006390,00-00-00-00-00-00-63-90
METER_D1_006393,00-00-00-00-00-00-63-93
METER_D1_006392,00-00-00-00-00-00-63-92
METER_D1_006399,00-00-00-00-00-00-63-99
METER_D1_006398,00-00-00-00-00-00-63-98
METER_D1_018384,00-00-00-00-00-01-83-84
METER_D1_018385,00-00-00-00-00-01-83-85
METER_D1_018386,00-00-00-00-00-01-83-86
METER_D1_018387,00-00-00-00-00-01-83-87
METER_D1_018380,00-00-00-00-00-01-83-80
METER_D1_018381,00-00-00-00-00-01-83-81
METER_D1_018382,00-00-00-00-00-01-83-82
METER_D1_018383,00-00-00-00-00-01-83-83
METER_D1_031337,00-00-00-00-00-03-13-37
METER_D1_031336,00-00-00-00-00-03-13-36
METER_D1_031339,00-00-00-00-00-03-13-39
METER_D1_031338,00-00-00-00-00-03-13-38
METER_D1_018388,00-00-00-00-00-01-83-88
METER_D1_031333,00-00-00-00-00-03-13-33
METER_D1_018389,00-00-00-00-00-01-83-89
METER_D1_031332,00-00-00-00-00-03-13-32
METER_D1_031335,00-00-00-00-00-03-13-35
METER_D1_031334,00-00-00-00-00-03-13-34
METER_D1_031340,00-00-00-00-00-03-13-40
METER_D1_031342,00-00-00-00-00-03-13-42
METER_D1_031341,00-00-00-00-00-03-13-41
METER_D1_031399,00-00-00-00-00-03-13-99
METER_D1_031398,00-00-00-00-00-03-13-98
METER_D1_006403,00-00-00-00-00-00-64-03
METER_D1_006402,00-00-00-00-00-00-64-02
METER_D1_006405,00-00-00-00-00-00-64-05
METER_D1_006404,00-00-00-00-00-00-64-04
METER_D1_006401,00-00-00-00-00-00-64-01
METER_D1_006400,00-00-00-00-00-00-64-00
METER_D1_018430,00-00-00-00-00-01-84-30
METER_D1_018431,00-00-00-00-00-01-84-31
METER_D1_031407,00-00-00-00-00-03-14-07
METER_D1_031406,00-00-00-00-00-03-14-06
METER_D1_031409,00-00-00-00-00-03-14-09
METER_D1_031408,00-00-00-00-00-03-14-08
METER_D1_018436,00-00-00-00-00-01-84-36
METER_D1_031403,00-00-00-00-00-03-14-03
METER_D1_018437,00-00-00-00-00-01-84-37
METER_D1_031402,00-00-00-00-00-03-14-02
METER_D1_018438,00-00-00-00-00-01-84-38
METER_D1_031405,00-00-00-00-00-03-14-05
METER_D1_018439,00-00-00-00-00-01-84-39
METER_D1_031404,00-00-00-00-00-03-14-04
METER_D1_018432,00-00-00-00-00-01-84-32
METER_D1_018433,00-00-00-00-00-01-84-33
METER_D1_018434,00-00-00-00-00-01-84-34
METER_D1_031401,00-00-00-00-00-03-14-01
METER_D1_018435,00-00-00-00-00-01-84-35
METER_D1_031400,00-00-00-00-00-03-14-00
METER_D1_006450,00-00-00-00-00-00-64-50
METER_D1_006452,00-00-00-00-00-00-64-52
METER_D1_006451,00-00-00-00-00-00-64-51
METER_D1_018429,00-00-00-00-00-01-84-29
METER_D1_006458,00-00-00-00-00-00-64-58
METER_D1_006457,00-00-00-00-00-00-64-57
METER_D1_006459,00-00-00-00-00-00-64-59
METER_D1_006454,00-00-00-00-00-00-64-54
METER_D1_006453,00-00-00-00-00-00-64-53
METER_D1_006456,00-00-00-00-00-00-64-56
METER_D1_006455,00-00-00-00-00-00-64-55
METER_D1_018440,00-00-00-00-00-01-84-40
METER_D1_018441,00-00-00-00-00-01-84-41
METER_D1_018442,00-00-00-00-00-01-84-42
METER_D1_018447,00-00-00-00-00-01-84-47
METER_D1_018448,00-00-00-00-00-01-84-48
METER_D1_018449,00-00-00-00-00-01-84-49
METER_D1_018443,00-00-00-00-00-01-84-43
METER_D1_018444,00-00-00-00-00-01-84-44
METER_D1_018445,00-00-00-00-00-01-84-45
METER_D1_018446,00-00-00-00-00-01-84-46
METER_D1_006461,00-00-00-00-00-00-64-61
METER_D1_006460,00-00-00-00-00-00-64-60
METER_D1_006463,00-00-00-00-00-00-64-63
METER_D1_006462,00-00-00-00-00-00-64-62
METER_D1_006469,00-00-00-00-00-00-64-69
METER_D1_006468,00-00-00-00-00-00-64-68
METER_D1_006465,00-00-00-00-00-00-64-65
METER_D1_006464,00-00-00-00-00-00-64-64
METER_D1_006467,00-00-00-00-00-00-64-67
METER_D1_006466,00-00-00-00-00-00-64-66
METER_D1_018450,00-00-00-00-00-01-84-50
METER_D1_018451,00-00-00-00-00-01-84-51
METER_D1_018452,00-00-00-00-00-01-84-52
METER_D1_018453,00-00-00-00-00-01-84-53
METER_D1_031429,00-00-00-00-00-03-14-29
METER_D1_031428,00-00-00-00-00-03-14-28
METER_D1_018458,00-00-00-00-00-01-84-58
METER_D1_031425,00-00-00-00-00-03-14-25
METER_D1_018459,00-00-00-00-00-01-84-59
METER_D1_031424,00-00-00-00-00-03-14-24
METER_D1_031427,00-00-00-00-00-03-14-27
METER_D1_031426,00-00-00-00-00-03-14-26
METER_D1_018454,00-00-00-00-00-01-84-54
METER_D1_031421,00-00-00-00-00-03-14-21
METER_D1_018455,00-00-00-00-00-01-84-55
METER_D1_031420,00-00-00-00-00-03-14-20
METER_D1_018456,00-00-00-00-00-01-84-56
METER_D1_031423,00-00-00-00-00-03-14-23
METER_D1_018457,00-00-00-00-00-01-84-57
METER_D1_031422,00-00-00-00-00-03-14-22
METER_D1_006472,00-00-00-00-00-00-64-72
METER_D1_006471,00-00-00-00-00-00-64-71
METER_D1_006474,00-00-00-00-00-00-64-74
METER_D1_031430,00-00-00-00-00-03-14-30
METER_D1_006473,00-00-00-00-00-00-64-73
METER_D1_006470,00-00-00-00-00-00-64-70
METER_D1_006479,00-00-00-00-00-00-64-79
METER_D1_006476,00-00-00-00-00-00-64-76
METER_D1_006475,00-00-00-00-00-00-64-75
METER_D1_006478,00-00-00-00-00-00-64-78
METER_D1_006477,00-00-00-00-00-00-64-77
METER_D1_018461,00-00-00-00-00-01-84-61
METER_D1_018462,00-00-00-00-00-01-84-62
METER_D1_018463,00-00-00-00-00-01-84-63
METER_D1_018464,00-00-00-00-00-01-84-64
METER_D1_031418,00-00-00-00-00-03-14-18
METER_D1_031417,00-00-00-00-00-03-14-17
METER_D1_018460,00-00-00-00-00-01-84-60
METER_D1_031419,00-00-00-00-00-03-14-19
METER_D1_018469,00-00-00-00-00-01-84-69
METER_D1_031414,00-00-00-00-00-03-14-14
METER_D1_031413,00-00-00-00-00-03-14-13
METER_D1_031416,00-00-00-00-00-03-14-16
METER_D1_031415,00-00-00-00-00-03-14-15
METER_D1_018465,00-00-00-00-00-01-84-65
METER_D1_031410,00-00-00-00-00-03-14-10
METER_D1_018466,00-00-00-00-00-01-84-66
METER_D1_018467,00-00-00-00-00-01-84-67
METER_D1_031412,00-00-00-00-00-03-14-12
METER_D1_018468,00-00-00-00-00-01-84-68
METER_D1_031411,00-00-00-00-00-03-14-11
METER_D1_006483,00-00-00-00-00-00-64-83
METER_D1_006482,00-00-00-00-00-00-64-82
METER_D1_006485,00-00-00-00-00-00-64-85
METER_D1_006484,00-00-00-00-00-00-64-84
METER_D1_006481,00-00-00-00-00-00-64-81
METER_D1_006480,00-00-00-00-00-00-64-80
METER_D1_006487,00-00-00-00-00-00-64-87
METER_D1_006486,00-00-00-00-00-00-64-86
METER_D1_006489,00-00-00-00-00-00-64-89
METER_D1_006488,00-00-00-00-00-00-64-88
METER_D1_006407,00-00-00-00-00-00-64-07
METER_D1_006406,00-00-00-00-00-00-64-06
METER_D1_006409,00-00-00-00-00-00-64-09
METER_D1_006408,00-00-00-00-00-00-64-08
METER_D1_006414,00-00-00-00-00-00-64-14
METER_D1_006413,00-00-00-00-00-00-64-13
METER_D1_006416,00-00-00-00-00-00-64-16
METER_D1_006415,00-00-00-00-00-00-64-15
METER_D1_006410,00-00-00-00-00-00-64-10
METER_D1_006412,00-00-00-00-00-00-64-12
METER_D1_006411,00-00-00-00-00-00-64-11
METER_D1_006418,00-00-00-00-00-00-64-18
METER_D1_006417,00-00-00-00-00-00-64-17
METER_D1_006419,00-00-00-00-00-00-64-19
METER_D1_018403,00-00-00-00-00-01-84-03
METER_D1_018404,00-00-00-00-00-01-84-04
METER_D1_018405,00-00-00-00-00-01-84-05
METER_D1_018406,00-00-00-00-00-01-84-06
METER_D1_018400,00-00-00-00-00-01-84-00
METER_D1_018401,00-00-00-00-00-01-84-01
METER_D1_018402,00-00-00-00-00-01-84-02
METER_D1_006425,00-00-00-00-00-00-64-25
METER_D1_006424,00-00-00-00-00-00-64-24
METER_D1_006427,00-00-00-00-00-00-64-27
METER_D1_006426,00-00-00-00-00-00-64-26
METER_D1_006421,00-00-00-00-00-00-64-21
METER_D1_006420,00-00-00-00-00-00-64-20
METER_D1_006423,00-00-00-00-00-00-64-23
METER_D1_006422,00-00-00-00-00-00-64-22
METER_D1_006429,00-00-00-00-00-00-64-29
METER_D1_006428,00-00-00-00-00-00-64-28
METER_D1_018414,00-00-00-00-00-01-84-14
METER_D1_018415,00-00-00-00-00-01-84-15
METER_D1_018416,00-00-00-00-00-01-84-16
METER_D1_018417,00-00-00-00-00-01-84-17
METER_D1_018410,00-00-00-00-00-01-84-10
METER_D1_018411,00-00-00-00-00-01-84-11
METER_D1_018412,00-00-00-00-00-01-84-12
METER_D1_018413,00-00-00-00-00-01-84-13
METER_D1_006430,00-00-00-00-00-00-64-30
METER_D1_018407,00-00-00-00-00-01-84-07
METER_D1_018408,00-00-00-00-00-01-84-08
METER_D1_018409,00-00-00-00-00-01-84-09
METER_D1_006436,00-00-00-00-00-00-64-36
METER_D1_006435,00-00-00-00-00-00-64-35
METER_D1_006438,00-00-00-00-00-00-64-38
METER_D1_006437,00-00-00-00-00-00-64-37
METER_D1_006432,00-00-00-00-00-00-64-32
METER_D1_006431,00-00-00-00-00-00-64-31
METER_D1_006434,00-00-00-00-00-00-64-34
METER_D1_006433,00-00-00-00-00-00-64-33
METER_D1_018420,00-00-00-00-00-01-84-20
METER_D1_006439,00-00-00-00-00-00-64-39
METER_D1_018425,00-00-00-00-00-01-84-25
METER_D1_018426,00-00-00-00-00-01-84-26
METER_D1_018427,00-00-00-00-00-01-84-27
METER_D1_018428,00-00-00-00-00-01-84-28
METER_D1_018421,00-00-00-00-00-01-84-21
METER_D1_018422,00-00-00-00-00-01-84-22
METER_D1_018423,00-00-00-00-00-01-84-23
METER_D1_018424,00-00-00-00-00-01-84-24
METER_D1_006441,00-00-00-00-00-00-64-41
METER_D1_006440,00-00-00-00-00-00-64-40
METER_D1_018418,00-00-00-00-00-01-84-18
METER_D1_018419,00-00-00-00-00-01-84-19
METER_D1_006447,00-00-00-00-00-00-64-47
METER_D1_006446,00-00-00-00-00-00-64-46
METER_D1_006449,00-00-00-00-00-00-64-49
METER_D1_006448,00-00-00-00-00-00-64-48
METER_D1_006443,00-00-00-00-00-00-64-43
METER_D1_006442,00-00-00-00-00-00-64-42
METER_D1_006445,00-00-00-00-00-00-64-45
METER_D1_006444,00-00-00-00-00-00-64-44
METER_D1_031487,00-00-00-00-00-03-14-87
METER_D1_031486,00-00-00-00-00-03-14-86
METER_D1_031489,00-00-00-00-00-03-14-89
METER_D1_031488,00-00-00-00-00-03-14-88
METER_D1_031494,00-00-00-00-00-03-14-94
METER_D1_031493,00-00-00-00-00-03-14-93
METER_D1_031496,00-00-00-00-00-03-14-96
METER_D1_031495,00-00-00-00-00-03-14-95
METER_D1_031490,00-00-00-00-00-03-14-90
METER_D1_031492,00-00-00-00-00-03-14-92
METER_D1_031491,00-00-00-00-00-03-14-91
METER_D1_031479,00-00-00-00-00-03-14-79
METER_D1_031476,00-00-00-00-00-03-14-76
METER_D1_031475,00-00-00-00-00-03-14-75
METER_D1_031478,00-00-00-00-00-03-14-78
METER_D1_031477,00-00-00-00-00-03-14-77
METER_D1_031483,00-00-00-00-00-03-14-83
METER_D1_031482,00-00-00-00-00-03-14-82
METER_D1_031485,00-00-00-00-00-03-14-85
METER_D1_031484,00-00-00-00-00-03-14-84
METER_D1_031481,00-00-00-00-00-03-14-81
METER_D1_031480,00-00-00-00-00-03-14-80
METER_D1_031498,00-00-00-00-00-03-14-98
METER_D1_031497,00-00-00-00-00-03-14-97
METER_D1_031499,00-00-00-00-00-03-14-99
METER_D1_018472,00-00-00-00-00-01-84-72
METER_D1_018473,00-00-00-00-00-01-84-73
METER_D1_018474,00-00-00-00-00-01-84-74
METER_D1_018475,00-00-00-00-00-01-84-75
METER_D1_018470,00-00-00-00-00-01-84-70
METER_D1_018471,00-00-00-00-00-01-84-71
METER_D1_031447,00-00-00-00-00-03-14-47
METER_D1_031446,00-00-00-00-00-03-14-46
METER_D1_031449,00-00-00-00-00-03-14-49
METER_D1_031448,00-00-00-00-00-03-14-48
METER_D1_018476,00-00-00-00-00-01-84-76
METER_D1_031443,00-00-00-00-00-03-14-43
METER_D1_018477,00-00-00-00-00-01-84-77
METER_D1_031442,00-00-00-00-00-03-14-42
METER_D1_018478,00-00-00-00-00-01-84-78
METER_D1_031445,00-00-00-00-00-03-14-45
METER_D1_018479,00-00-00-00-00-01-84-79
METER_D1_031444,00-00-00-00-00-03-14-44
METER_D1_006494,00-00-00-00-00-00-64-94
METER_D1_031450,00-00-00-00-00-03-14-50
METER_D1_006493,00-00-00-00-00-00-64-93
METER_D1_006496,00-00-00-00-00-00-64-96
METER_D1_031452,00-00-00-00-00-03-14-52
METER_D1_006495,00-00-00-00-00-00-64-95
METER_D1_031451,00-00-00-00-00-03-14-51
METER_D1_006490,00-00-00-00-00-00-64-90
METER_D1_006492,00-00-00-00-00-00-64-92
METER_D1_006491,00-00-00-00-00-00-64-91
METER_D1_006498,00-00-00-00-00-00-64-98
METER_D1_006497,00-00-00-00-00-00-64-97
METER_D1_006499,00-00-00-00-00-00-64-99
METER_D1_018483,00-00-00-00-00-01-84-83
METER_D1_018484,00-00-00-00-00-01-84-84
METER_D1_018485,00-00-00-00-00-01-84-85
METER_D1_018486,00-00-00-00-00-01-84-86
METER_D1_018480,00-00-00-00-00-01-84-80
METER_D1_031439,00-00-00-00-00-03-14-39
METER_D1_018481,00-00-00-00-00-01-84-81
METER_D1_018482,00-00-00-00-00-01-84-82
METER_D1_031436,00-00-00-00-00-03-14-36
METER_D1_031435,00-00-00-00-00-03-14-35
METER_D1_031438,00-00-00-00-00-03-14-38
METER_D1_031437,00-00-00-00-00-03-14-37
METER_D1_018487,00-00-00-00-00-01-84-87
METER_D1_031432,00-00-00-00-00-03-14-32
METER_D1_018488,00-00-00-00-00-01-84-88
METER_D1_031431,00-00-00-00-00-03-14-31
METER_D1_018489,00-00-00-00-00-01-84-89
METER_D1_031434,00-00-00-00-00-03-14-34
METER_D1_031433,00-00-00-00-00-03-14-33
METER_D1_031441,00-00-00-00-00-03-14-41
METER_D1_031440,00-00-00-00-00-03-14-40
METER_D1_018494,00-00-00-00-00-01-84-94
METER_D1_018495,00-00-00-00-00-01-84-95
METER_D1_018496,00-00-00-00-00-01-84-96
METER_D1_018497,00-00-00-00-00-01-84-97
METER_D1_018490,00-00-00-00-00-01-84-90
METER_D1_018491,00-00-00-00-00-01-84-91
METER_D1_018492,00-00-00-00-00-01-84-92
METER_D1_018493,00-00-00-00-00-01-84-93
METER_D1_031469,00-00-00-00-00-03-14-69
METER_D1_031468,00-00-00-00-00-03-14-68
METER_D1_018498,00-00-00-00-00-01-84-98
METER_D1_031465,00-00-00-00-00-03-14-65
METER_D1_018499,00-00-00-00-00-01-84-99
METER_D1_031464,00-00-00-00-00-03-14-64
METER_D1_031467,00-00-00-00-00-03-14-67
METER_D1_031466,00-00-00-00-00-03-14-66
METER_D1_031472,00-00-00-00-00-03-14-72
METER_D1_031471,00-00-00-00-00-03-14-71
METER_D1_031474,00-00-00-00-00-03-14-74
METER_D1_031473,00-00-00-00-00-03-14-73
METER_D1_031470,00-00-00-00-00-03-14-70
METER_D1_031458,00-00-00-00-00-03-14-58
METER_D1_031457,00-00-00-00-00-03-14-57
METER_D1_031459,00-00-00-00-00-03-14-59
METER_D1_031454,00-00-00-00-00-03-14-54
METER_D1_031453,00-00-00-00-00-03-14-53
METER_D1_031456,00-00-00-00-00-03-14-56
METER_D1_031455,00-00-00-00-00-03-14-55
METER_D1_031461,00-00-00-00-00-03-14-61
METER_D1_031460,00-00-00-00-00-03-14-60
METER_D1_031463,00-00-00-00-00-03-14-63
METER_D1_031462,00-00-00-00-00-03-14-62
METER_D1_006502,00-00-00-00-00-00-65-02
METER_D1_006501,00-00-00-00-00-00-65-01
METER_D1_006504,00-00-00-00-00-00-65-04
METER_D1_006503,00-00-00-00-00-00-65-03
METER_D1_006500,00-00-00-00-00-00-65-00
METER_D1_006509,00-00-00-00-00-00-65-09
METER_D1_006506,00-00-00-00-00-00-65-06
METER_D1_006505,00-00-00-00-00-00-65-05
METER_D1_006508,00-00-00-00-00-00-65-08
METER_D1_006507,00-00-00-00-00-00-65-07
METER_D1_006513,00-00-00-00-00-00-65-13
METER_D1_006512,00-00-00-00-00-00-65-12
METER_D1_006515,00-00-00-00-00-00-65-15
METER_D1_006514,00-00-00-00-00-00-65-14
METER_D1_006511,00-00-00-00-00-00-65-11
METER_D1_006510,00-00-00-00-00-00-65-10
METER_D1_006517,00-00-00-00-00-00-65-17
METER_D1_006516,00-00-00-00-00-00-65-16
METER_D1_006519,00-00-00-00-00-00-65-19
METER_D1_006518,00-00-00-00-00-00-65-18
METER_D1_018502,00-00-00-00-00-01-85-02
METER_D1_018503,00-00-00-00-00-01-85-03
METER_D1_018504,00-00-00-00-00-01-85-04
METER_D1_018505,00-00-00-00-00-01-85-05
METER_D1_018500,00-00-00-00-00-01-85-00
METER_D1_018501,00-00-00-00-00-01-85-01
METER_D1_006524,00-00-00-00-00-00-65-24
METER_D1_006523,00-00-00-00-00-00-65-23
METER_D1_006526,00-00-00-00-00-00-65-26
METER_D1_006525,00-00-00-00-00-00-65-25
METER_D1_006520,00-00-00-00-00-00-65-20
METER_D1_006522,00-00-00-00-00-00-65-22
METER_D1_006521,00-00-00-00-00-00-65-21
METER_D1_018550,00-00-00-00-00-01-85-50
METER_D1_018551,00-00-00-00-00-01-85-51
METER_D1_018552,00-00-00-00-00-01-85-52
METER_D1_031528,00-00-00-00-00-03-15-28
METER_D1_031527,00-00-00-00-00-03-15-27
METER_D1_031529,00-00-00-00-00-03-15-29
METER_D1_018557,00-00-00-00-00-01-85-57
METER_D1_031524,00-00-00-00-00-03-15-24
METER_D1_018558,00-00-00-00-00-01-85-58
METER_D1_031523,00-00-00-00-00-03-15-23
METER_D1_018559,00-00-00-00-00-01-85-59
